Value,Percentile,TotalCount,1/(1-Percentile)
3.235,0.000000,1,1.00
6.991,0.100000,30361,1.11
7.167,0.200000,60028,1.25
7.323,0.300000,90769,1.43
7.467,0.400000,120015,1.67
7.695,0.500000,150154,2.00
8.051,0.550000,165045,2.22
35.327,0.600000,181012,2.50
35.583,0.650000,197030,2.86
35.743,0.700000,211513,3.33
35.903,0.750000,226652,4.00
35.999,0.775000,234694,4.44
36.095,0.800000,241541,5.00
36.223,0.825000,248557,5.71
36.447,0.850000,255652,6.67
38.047,0.875000,262507,8.00
57.151,0.887500,266252,8.89
89.471,0.900000,270007,10.00
98.943,0.912500,273804,11.43
99.199,0.925000,278504,13.33
99.327,0.937500,281772,16.00
99.391,0.943750,283456,17.78
99.455,0.950000,285182,20.00
99.519,0.956250,286985,22.86
99.647,0.962500,290096,26.67
99.711,0.968750,291424,32.00
99.775,0.971875,292685,35.56
99.775,0.975000,292685,40.00
99.839,0.978125,293754,45.71
99.903,0.981250,294636,53.33
99.967,0.984375,295374,64.00
100.031,0.985938,295937,71.11
100.095,0.987500,296383,80.00
100.159,0.989062,296741,91.43
100.287,0.990625,297251,106.67
100.479,0.992188,297740,128.00
100.607,0.992969,297974,142.22
100.735,0.993750,298174,160.00
100.927,0.994531,298392,182.86
101.503,0.995313,298595,213.33
120.319,0.996094,298829,256.00
136.447,0.996484,298946,284.44
181.759,0.996875,299063,320.00
245.759,0.997266,299181,365.71
309.759,0.997656,299297,426.67
364.799,0.998047,299415,512.00
382.207,0.998242,299473,568.89
408.063,0.998437,299533,640.00
420.607,0.998633,299595,731.43
430.335,0.998828,299649,853.33
495.871,0.999023,299708,1024.00
531.967,0.999121,299737,1137.78
569.343,0.999219,299766,1280.00
593.407,0.999316,299795,1462.86
626.687,0.999414,299825,1706.67
661.503,0.999512,299854,2048.00
691.199,0.999561,299870,2275.56
718.847,0.999609,299883,2560.00
737.791,0.999658,299898,2925.71
763.903,0.999707,299913,3413.33
790.527,0.999756,299928,4096.00
809.471,0.999780,299935,4551.11
825.343,0.999805,299942,5120.00
841.727,0.999829,299949,5851.43
878.591,0.999854,299957,6826.67
899.583,0.999878,299964,8192.00
914.943,0.999890,299968,9102.22
927.231,0.999902,299971,10240.00
937.471,0.999915,299975,11702.86
944.639,0.999927,299980,13653.33
949.759,0.999939,299982,16384.00
951.295,0.999945,299984,18204.44
957.951,0.999951,299986,20480.00
963.071,0.999957,299988,23405.71
972.799,0.999963,299990,27306.67
973.823,0.999969,299991,32768.00
975.359,0.999973,299992,36408.89
985.599,0.999976,299993,40960.00
988.671,0.999979,299994,46811.43
990.719,0.999982,299995,54613.33
996.351,0.999985,299997,65536.00
996.351,0.999986,299997,72817.78
996.351,0.999988,299997,81920.00
996.351,0.999989,299997,93622.86
1025.023,0.999991,299998,109226.67
1025.023,0.999992,299998,131072.00
1025.023,0.999993,299998,145635.56
1069.055,0.999994,299999,163840.00
1069.055,0.999995,299999,187245.71
1069.055,0.999995,299999,218453.33
1069.055,0.999996,299999,262144.00
1069.055,0.999997,299999,291271.11
1348.607,0.999997,300000,327680.00
1348.607,1.000000,300000,inf
