Value,Percentile,TotalCount,1/(1-Percentile)
0.001,0.000000,149852,1.00
0.001,0.100000,149852,1.11
0.001,0.200000,149852,1.25
0.001,0.300000,149852,1.43
0.001,0.400000,149852,1.67
0.006,0.500000,151069,2.00
0.096,0.550000,165505,2.22
0.167,0.600000,180738,2.50
0.217,0.650000,196789,2.86
0.266,0.700000,210302,3.33
0.317,0.750000,225017,4.00
0.357,0.775000,232840,4.44
0.398,0.800000,240072,5.00
0.457,0.825000,248441,5.71
0.527,0.850000,255470,6.67
0.658,0.875000,262596,8.00
0.818,0.887500,266420,8.89
1.079,0.900000,270008,10.00
2.281,0.912500,273751,11.43
18.783,0.925000,277502,13.33
59.391,0.937500,281253,16.00
62.975,0.943750,283202,17.78
63.263,0.950000,285108,20.00
63.455,0.956250,287246,22.86
63.583,0.962500,288988,26.67
63.711,0.968750,290807,32.00
63.775,0.971875,291584,35.56
63.871,0.975000,292798,40.00
63.935,0.978125,293452,45.71
64.063,0.981250,294585,53.33
64.191,0.984375,295410,64.00
64.287,0.985938,295846,71.11
64.415,0.987500,296284,80.00
64.703,0.989062,296737,91.43
65.343,0.990625,297199,106.67
107.327,0.992188,297657,128.00
139.135,0.992969,297891,142.22
167.167,0.993750,298125,160.00
183.167,0.994531,298361,182.86
199.039,0.995313,298595,213.33
248.703,0.996094,298829,256.00
290.559,0.996484,298947,284.44
323.071,0.996875,299066,320.00
347.135,0.997266,299180,365.71
375.295,0.997656,299297,426.67
388.607,0.998047,299415,512.00
402.687,0.998242,299473,568.89
420.351,0.998437,299533,640.00
441.087,0.998633,299590,731.43
468.735,0.998828,299649,853.33
509.183,0.999023,299708,1024.00
522.495,0.999121,299737,1137.78
540.159,0.999219,299768,1280.00
567.807,0.999316,299795,1462.86
586.751,0.999414,299826,1706.67
616.959,0.999512,299854,2048.00
629.247,0.999561,299869,2275.56
636.927,0.999609,299883,2560.00
652.287,0.999658,299898,2925.71
662.527,0.999707,299913,3413.33
677.887,0.999756,299927,4096.00
686.591,0.999780,299936,4551.11
693.247,0.999805,299943,5120.00
697.343,0.999829,299949,5851.43
707.583,0.999854,299957,6826.67
730.623,0.999878,299965,8192.00
736.767,0.999890,299968,9102.22
749.567,0.999902,299971,10240.00
762.367,0.999915,299975,11702.86
767.999,0.999927,299979,13653.33
775.167,0.999939,299982,16384.00
797.183,0.999945,299984,18204.44
807.935,0.999951,299986,20480.00
821.247,0.999957,299988,23405.71
858.111,0.999963,299990,27306.67
883.711,0.999969,299991,32768.00
889.343,0.999973,299992,36408.89
895.999,0.999976,299993,40960.00
915.455,0.999979,299994,46811.43
916.991,0.999982,299995,54613.33
927.743,0.999985,299997,65536.00
927.743,0.999986,299997,72817.78
927.743,0.999988,299997,81920.00
927.743,0.999989,299997,93622.86
935.423,0.999991,299998,109226.67
935.423,0.999992,299998,131072.00
935.423,0.999993,299998,145635.56
939.007,0.999994,299999,163840.00
939.007,0.999995,299999,187245.71
939.007,0.999995,299999,218453.33
939.007,0.999996,299999,262144.00
939.007,0.999997,299999,291271.11
955.391,0.999997,300000,327680.00
955.391,1.000000,300000,inf
