Value,Percentile,TotalCount,1/(1-Percentile)
2.253,0.000000,1,1.00
4.739,0.100000,31305,1.11
4.815,0.200000,60817,1.25
4.887,0.300000,90192,1.43
4.963,0.400000,121607,1.67
5.031,0.500000,150201,2.00
5.067,0.550000,165144,2.22
5.103,0.600000,180311,2.50
5.139,0.650000,195552,2.86
5.175,0.700000,210648,3.33
5.211,0.750000,225623,4.00
5.231,0.775000,233992,4.44
5.247,0.800000,240623,5.00
5.267,0.825000,248698,5.71
5.287,0.850000,256472,6.67
5.307,0.875000,263400,8.00
5.319,0.887500,266951,8.89
5.331,0.900000,270044,10.00
5.351,0.912500,273940,11.43
5.379,0.925000,277622,13.33
5.435,0.937500,281334,16.00
5.483,0.943750,283140,17.78
5.547,0.950000,285030,20.00
5.623,0.956250,286939,22.86
5.711,0.962500,288790,26.67
5.819,0.968750,290631,32.00
5.891,0.971875,291607,35.56
5.983,0.975000,292540,40.00
6.111,0.978125,293453,45.71
6.263,0.981250,294376,53.33
6.475,0.984375,295318,64.00
6.599,0.985938,295784,71.11
6.747,0.987500,296260,80.00
6.899,0.989062,296725,91.43
7.087,0.990625,297188,106.67
7.335,0.992188,297662,128.00
7.471,0.992969,297892,142.22
7.643,0.993750,298127,160.00
7.863,0.994531,298363,182.86
8.115,0.995313,298594,213.33
8.479,0.996094,298830,256.00
8.647,0.996484,298946,284.44
8.831,0.996875,299063,320.00
9.119,0.997266,299181,365.71
9.519,0.997656,299297,426.67
9.983,0.998047,299415,512.00
10.207,0.998242,299474,568.89
10.535,0.998437,299533,640.00
10.839,0.998633,299590,731.43
11.311,0.998828,299650,853.33
11.935,0.999023,299709,1024.00
12.359,0.999121,299737,1137.78
12.791,0.999219,299766,1280.00
13.543,0.999316,299795,1462.86
14.303,0.999414,299825,1706.67
14.887,0.999512,299854,2048.00
15.327,0.999561,299869,2275.56
15.591,0.999609,299883,2560.00
16.135,0.999658,299898,2925.71
16.671,0.999707,299913,3413.33
17.439,0.999756,299927,4096.00
18.063,0.999780,299935,4551.11
18.495,0.999805,299942,5120.00
20.767,0.999829,299949,5851.43
22.447,0.999854,299957,6826.67
27.983,0.999878,299964,8192.00
30.047,0.999890,299968,9102.22
33.631,0.999902,299971,10240.00
41.471,0.999915,299975,11702.86
68.479,0.999927,299979,13653.33
108.351,0.999939,299982,16384.00
136.831,0.999945,299984,18204.44
152.831,0.999951,299986,20480.00
176.383,0.999957,299988,23405.71
217.087,0.999963,299990,27306.67
224.383,0.999969,299991,32768.00
277.247,0.999973,299992,36408.89
284.671,0.999976,299993,40960.00
305.919,0.999979,299994,46811.43
324.607,0.999982,299995,54613.33
346.879,0.999985,299996,65536.00
346.879,0.999986,299996,72817.78
348.927,0.999988,299997,81920.00
348.927,0.999989,299997,93622.86
390.399,0.999991,299998,109226.67
390.399,0.999992,299998,131072.00
390.399,0.999993,299998,145635.56
516.351,0.999994,299999,163840.00
516.351,0.999995,299999,187245.71
516.351,0.999995,299999,218453.33
516.351,0.999996,299999,262144.00
516.351,0.999997,299999,291271.11
524.031,0.999997,300000,327680.00
524.031,1.000000,300000,inf
