Value,Percentile,TotalCount,1/(1-Percentile)
0.020,0.000000,38,1.00
0.030,0.100000,56399,1.11
0.040,0.200000,119181,1.25
0.040,0.300000,119181,1.43
0.041,0.400000,124144,1.67
0.050,0.500000,212754,2.00
0.050,0.550000,212754,2.22
0.050,0.600000,212754,2.50
0.050,0.650000,212754,2.86
0.050,0.700000,212754,3.33
0.060,0.750000,269925,4.00
0.060,0.775000,269925,4.44
0.060,0.800000,269925,5.00
0.060,0.825000,269925,5.71
0.060,0.850000,269925,6.67
0.060,0.875000,269925,8.00
0.060,0.887500,269925,8.89
0.061,0.900000,276282,10.00
0.061,0.912500,276282,11.43
0.070,0.925000,290629,13.33
0.070,0.937500,290629,16.00
0.070,0.943750,290629,17.78
0.070,0.950000,290629,20.00
0.070,0.956250,290629,22.86
0.070,0.962500,290629,26.67
0.070,0.968750,290629,32.00
0.071,0.971875,292939,35.56
0.071,0.975000,292939,40.00
0.080,0.978125,294531,45.71
0.080,0.981250,294531,53.33
0.100,0.984375,295385,64.00
0.111,0.985938,295785,71.11
0.130,0.987500,296373,80.00
0.141,0.989062,296770,91.43
0.160,0.990625,297248,106.67
0.171,0.992188,297657,128.00
0.181,0.992969,297958,142.22
0.191,0.993750,298203,160.00
0.201,0.994531,298385,182.86
0.220,0.995313,298632,213.33
0.231,0.996094,298844,256.00
0.241,0.996484,298992,284.44
0.251,0.996875,299093,320.00
0.261,0.997266,299193,365.71
0.280,0.997656,299311,426.67
0.291,0.998047,299428,512.00
0.301,0.998242,299505,568.89
0.310,0.998437,299534,640.00
0.320,0.998633,299590,731.43
0.331,0.998828,299661,853.33
0.351,0.999023,299713,1024.00
0.370,0.999121,299745,1137.78
0.371,0.999219,299777,1280.00
0.381,0.999316,299824,1462.86
0.390,0.999414,299828,1706.67
0.401,0.999512,299865,2048.00
0.411,0.999561,299877,2275.56
0.421,0.999609,299900,2560.00
0.421,0.999658,299900,2925.71
0.440,0.999707,299913,3413.33
0.451,0.999756,299929,4096.00
0.461,0.999780,299939,4551.11
0.471,0.999805,299942,5120.00
0.481,0.999829,299949,5851.43
0.511,0.999854,299960,6826.67
0.521,0.999878,299965,8192.00
0.531,0.999890,299968,9102.22
0.541,0.999902,299973,10240.00
0.561,0.999915,299975,11702.86
0.581,0.999927,299980,13653.33
0.591,0.999939,299982,16384.00
0.641,0.999945,299984,18204.44
0.711,0.999951,299986,20480.00
0.752,0.999957,299988,23405.71
0.812,0.999963,299990,27306.67
0.821,0.999969,299991,32768.00
0.831,0.999973,299992,36408.89
0.852,0.999976,299993,40960.00
0.872,0.999979,299994,46811.43
1.874,0.999982,299995,54613.33
4.419,0.999985,299996,65536.00
4.419,0.999986,299996,72817.78
4.859,0.999988,299997,81920.00
4.859,0.999989,299997,93622.86
5.683,0.999991,299998,109226.67
5.683,0.999992,299998,131072.00
5.683,0.999993,299998,145635.56
6.763,0.999994,299999,163840.00
6.763,0.999995,299999,187245.71
6.763,0.999995,299999,218453.33
6.763,0.999996,299999,262144.00
6.763,0.999997,299999,291271.11
13.503,0.999997,300000,327680.00
13.503,1.000000,300000,inf
