Value,Percentile,TotalCount,1/(1-Percentile)
2.997,0.000000,1,1.00
12.343,0.100000,1513,1.11
12.543,0.200000,3011,1.25
12.647,0.300000,4516,1.43
12.751,0.400000,6070,1.67
12.855,0.500000,7508,2.00
12.919,0.550000,8351,2.22
12.967,0.600000,9021,2.50
13.015,0.650000,9751,2.86
13.071,0.700000,10537,3.33
13.135,0.750000,11351,4.00
13.167,0.775000,11691,4.44
13.207,0.800000,12000,5.00
13.279,0.825000,12411,5.71
13.351,0.850000,12770,6.67
13.439,0.875000,13158,8.00
13.495,0.887500,13340,8.89
13.551,0.900000,13506,10.00
13.767,0.912500,13688,11.43
14.671,0.925000,13875,13.33
20.623,0.937500,14065,16.00
20.799,0.943750,14158,17.78
20.975,0.950000,14252,20.00
21.183,0.956250,14345,22.86
21.823,0.962500,14439,26.67
22.095,0.968750,14538,32.00
22.255,0.971875,14579,35.56
22.447,0.975000,14626,40.00
23.503,0.978125,14673,45.71
23.887,0.981250,14719,53.33
24.767,0.984375,14766,64.00
25.119,0.985938,14791,71.11
25.279,0.987500,14814,80.00
25.407,0.989062,14837,91.43
25.599,0.990625,14863,106.67
25.807,0.992188,14885,128.00
27.391,0.992969,14895,142.22
39.039,0.993750,14907,160.00
51.327,0.994531,14918,182.86
73.855,0.995313,14930,213.33
85.055,0.996094,14942,256.00
85.311,0.996484,14949,284.44
89.279,0.996875,14954,320.00
142.079,0.997266,14959,365.71
317.183,0.997656,14965,426.67
337.151,0.998047,14971,512.00
346.879,0.998242,14974,568.89
355.839,0.998437,14977,640.00
363.007,0.998633,14980,731.43
371.711,0.998828,14983,853.33
380.671,0.999023,14986,1024.00
381.439,0.999121,14987,1137.78
420.863,0.999219,14989,1280.00
435.199,0.999316,14991,1462.86
531.455,0.999414,14992,1706.67
578.047,0.999512,14993,2048.00
583.679,0.999561,14994,2275.56
591.359,0.999609,14995,2560.00
591.359,0.999658,14995,2925.71
621.055,0.999707,14996,3413.33
634.879,0.999756,14997,4096.00
634.879,0.999780,14997,4551.11
635.391,0.999805,14998,5120.00
635.391,0.999829,14998,5851.43
635.391,0.999854,14998,6826.67
671.743,0.999878,14999,8192.00
671.743,0.999890,14999,9102.22
671.743,0.999902,14999,10240.00
671.743,0.999915,14999,11702.86
671.743,0.999927,14999,13653.33
893.951,0.999939,15000,16384.00
893.951,1.000000,15000,inf
