Value,Percentile,TotalCount,1/(1-Percentile)
0.001,0.000000,7604,1.00
0.001,0.100000,7604,1.11
0.001,0.200000,7604,1.25
0.001,0.300000,7604,1.43
0.001,0.400000,7604,1.67
0.001,0.500000,7604,2.00
0.063,0.550000,8280,2.22
0.134,0.600000,9019,2.50
0.264,0.650000,9753,2.86
0.384,0.700000,10537,3.33
0.434,0.750000,11296,4.00
0.464,0.775000,11655,4.44
0.514,0.800000,12005,5.00
0.695,0.825000,12376,5.71
0.784,0.850000,12757,6.67
0.845,0.875000,13139,8.00
0.925,0.887500,13320,8.89
1.336,0.900000,13500,10.00
7.047,0.912500,13688,11.43
7.851,0.925000,13875,13.33
8.191,0.937500,14065,16.00
8.335,0.943750,14157,17.78
8.543,0.950000,14250,20.00
8.823,0.956250,14345,22.86
9.063,0.962500,14441,26.67
9.407,0.968750,14532,32.00
9.607,0.971875,14582,35.56
9.903,0.975000,14625,40.00
10.839,0.978125,14672,45.71
11.311,0.981250,14719,53.33
12.087,0.984375,14766,64.00
12.383,0.985938,14790,71.11
12.575,0.987500,14813,80.00
12.743,0.989062,14836,91.43
12.959,0.990625,14860,106.67
13.519,0.992188,14883,128.00
17.679,0.992969,14895,142.22
27.231,0.993750,14907,160.00
38.719,0.994531,14918,182.86
64.127,0.995313,14930,213.33
71.935,0.996094,14942,256.00
72.575,0.996484,14948,284.44
85.503,0.996875,14954,320.00
129.855,0.997266,14959,365.71
304.639,0.997656,14965,426.67
325.119,0.998047,14971,512.00
334.335,0.998242,14974,568.89
343.551,0.998437,14977,640.00
350.207,0.998633,14980,731.43
358.655,0.998828,14983,853.33
367.871,0.999023,14986,1024.00
368.639,0.999121,14987,1137.78
408.063,0.999219,14989,1280.00
422.143,0.999316,14990,1462.86
518.655,0.999414,14992,1706.67
564.735,0.999512,14993,2048.00
570.879,0.999561,14994,2275.56
579.071,0.999609,14995,2560.00
579.071,0.999658,14995,2925.71
608.255,0.999707,14996,3413.33
621.567,0.999756,14997,4096.00
621.567,0.999780,14997,4551.11
622.591,0.999805,14998,5120.00
622.591,0.999829,14998,5851.43
622.591,0.999854,14998,6826.67
658.943,0.999878,14999,8192.00
658.943,0.999890,14999,9102.22
658.943,0.999902,14999,10240.00
658.943,0.999915,14999,11702.86
658.943,0.999927,14999,13653.33
881.663,0.999939,15000,16384.00
881.663,1.000000,15000,inf
