Value,Percentile,TotalCount,1/(1-Percentile)
0.651,0.000000,1,1.00
0.802,0.100000,33639,1.11
0.831,0.200000,62250,1.25
0.851,0.300000,92031,1.43
0.862,0.400000,120059,1.67
0.882,0.500000,154835,2.00
0.892,0.550000,171444,2.22
0.902,0.600000,187225,2.50
0.912,0.650000,201944,2.86
0.922,0.700000,215276,3.33
0.932,0.750000,227360,4.00
0.942,0.775000,237957,4.44
0.952,0.800000,246996,5.00
0.961,0.825000,248074,5.71
0.971,0.850000,255544,6.67
0.982,0.875000,266866,8.00
0.982,0.887500,266866,8.89
0.992,0.900000,271150,10.00
1.002,0.912500,274587,11.43
1.022,0.925000,279404,13.33
1.042,0.937500,282281,16.00
1.052,0.943750,283298,17.78
1.082,0.950000,285349,20.00
1.122,0.956250,286946,22.86
1.193,0.962500,288792,26.67
1.322,0.968750,290659,32.00
1.403,0.971875,291609,35.56
1.503,0.975000,292568,40.00
1.603,0.978125,293472,45.71
1.713,0.981250,294382,53.33
1.844,0.984375,295348,64.00
1.914,0.985938,295782,71.11
2.004,0.987500,296278,80.00
2.105,0.989062,296749,91.43
2.225,0.990625,297193,106.67
2.385,0.992188,297662,128.00
2.485,0.992969,297907,142.22
2.585,0.993750,298125,160.00
2.715,0.994531,298365,182.86
2.835,0.995313,298601,213.33
2.967,0.996094,298830,256.00
3.037,0.996484,298953,284.44
3.117,0.996875,299080,320.00
3.207,0.997266,299185,365.71
3.307,0.997656,299297,426.67
3.427,0.998047,299420,512.00
3.497,0.998242,299474,568.89
3.567,0.998437,299533,640.00
3.667,0.998633,299597,731.43
3.787,0.998828,299650,853.33
3.929,0.999023,299709,1024.00
4.007,0.999121,299737,1137.78
4.119,0.999219,299769,1280.00
4.239,0.999316,299796,1462.86
4.431,0.999414,299825,1706.67
4.579,0.999512,299856,2048.00
4.659,0.999561,299870,2275.56
4.843,0.999609,299883,2560.00
4.991,0.999658,299898,2925.71
5.211,0.999707,299914,3413.33
5.463,0.999756,299927,4096.00
5.663,0.999780,299935,4551.11
5.851,0.999805,299942,5120.00
6.223,0.999829,299949,5851.43
6.815,0.999854,299957,6826.67
7.527,0.999878,299964,8192.00
8.967,0.999890,299968,9102.22
9.375,0.999902,299971,10240.00
10.487,0.999915,299975,11702.86
12.159,0.999927,299979,13653.33
12.967,0.999939,299982,16384.00
13.567,0.999945,299984,18204.44
13.927,0.999951,299986,20480.00
15.671,0.999957,299988,23405.71
16.975,0.999963,299990,27306.67
18.527,0.999969,299991,32768.00
18.799,0.999973,299992,36408.89
18.927,0.999976,299993,40960.00
19.247,0.999979,299994,46811.43
20.735,0.999982,299995,54613.33
21.503,0.999985,299996,65536.00
21.503,0.999986,299996,72817.78
23.375,0.999988,299997,81920.00
23.375,0.999989,299997,93622.86
24.351,0.999991,299998,109226.67
24.351,0.999992,299998,131072.00
24.351,0.999993,299998,145635.56
29.119,0.999994,299999,163840.00
29.119,0.999995,299999,187245.71
29.119,0.999995,299999,218453.33
29.119,0.999996,299999,262144.00
29.119,0.999997,299999,291271.11
70.719,0.999997,300000,327680.00
70.719,1.000000,300000,inf
