Value,Percentile,TotalCount,1/(1-Percentile)
0.001,0.000000,152047,1.00
0.001,0.100000,152047,1.11
0.001,0.200000,152047,1.25
0.001,0.300000,152047,1.43
0.001,0.400000,152047,1.67
0.001,0.500000,152047,2.00
0.036,0.550000,166096,2.22
0.067,0.600000,181118,2.50
0.107,0.650000,196501,2.86
0.147,0.700000,210625,3.33
0.197,0.750000,226569,4.00
0.226,0.775000,232529,4.44
0.248,0.800000,240176,5.00
0.287,0.825000,248990,5.71
0.317,0.850000,255109,6.67
0.358,0.875000,262885,8.00
0.387,0.887500,267147,8.89
0.407,0.900000,270052,10.00
0.437,0.912500,273933,11.43
0.468,0.925000,278055,13.33
0.507,0.937500,281361,16.00
0.528,0.943750,283592,17.78
0.548,0.950000,285047,20.00
0.578,0.956250,286997,22.86
0.617,0.962500,288760,26.67
0.658,0.968750,290816,32.00
0.687,0.971875,291567,35.56
0.718,0.975000,292713,40.00
0.748,0.978125,293448,45.71
0.798,0.981250,294504,53.33
0.848,0.984375,295313,64.00
0.879,0.985938,295789,71.11
0.919,0.987500,296277,80.00
0.959,0.989062,296764,91.43
1.008,0.990625,297195,106.67
1.069,0.992188,297659,128.00
1.118,0.992969,297901,142.22
1.159,0.993750,298132,160.00
1.219,0.994531,298365,182.86
1.299,0.995313,298602,213.33
1.439,0.996094,298832,256.00
1.529,0.996484,298952,284.44
1.620,0.996875,299067,320.00
1.740,0.997266,299186,365.71
1.871,0.997656,299297,426.67
2.061,0.998047,299416,512.00
2.181,0.998242,299478,568.89
2.291,0.998437,299532,640.00
2.483,0.998633,299592,731.43
2.691,0.998828,299649,853.33
3.013,0.999023,299708,1024.00
3.263,0.999121,299740,1137.78
3.595,0.999219,299766,1280.00
3.975,0.999316,299795,1462.86
4.527,0.999414,299825,1706.67
5.187,0.999512,299854,2048.00
5.839,0.999561,299869,2275.56
6.259,0.999609,299884,2560.00
6.751,0.999658,299898,2925.71
7.231,0.999707,299913,3413.33
7.815,0.999756,299927,4096.00
8.375,0.999780,299935,4551.11
8.663,0.999805,299942,5120.00
9.007,0.999829,299949,5851.43
9.207,0.999854,299957,6826.67
9.495,0.999878,299966,8192.00
9.583,0.999890,299968,9102.22
9.767,0.999902,299971,10240.00
9.807,0.999915,299975,11702.86
10.007,0.999927,299979,13653.33
10.087,0.999939,299982,16384.00
10.119,0.999945,299984,18204.44
10.263,0.999951,299986,20480.00
10.503,0.999957,299988,23405.71
10.783,0.999963,299990,27306.67
11.151,0.999969,299991,32768.00
11.663,0.999973,299992,36408.89
12.063,0.999976,299993,40960.00
12.071,0.999979,299994,46811.43
13.407,0.999982,299995,54613.33
14.671,0.999985,299996,65536.00
14.671,0.999986,299996,72817.78
14.847,0.999988,299997,81920.00
14.847,0.999989,299997,93622.86
25.167,0.999991,299998,109226.67
25.167,0.999992,299998,131072.00
25.167,0.999993,299998,145635.56
28.015,0.999994,299999,163840.00
28.015,0.999995,299999,187245.71
28.015,0.999995,299999,218453.33
28.015,0.999996,299999,262144.00
28.015,0.999997,299999,291271.11
78.527,0.999997,300000,327680.00
78.527,1.000000,300000,inf
