Value,Percentile,TotalCount,1/(1-Percentile)
0.631,0.000000,1,1.00
0.801,0.100000,30581,1.11
0.831,0.200000,62449,1.25
0.851,0.300000,91064,1.43
0.871,0.400000,123118,1.67
0.882,0.500000,151067,2.00
0.892,0.550000,166944,2.22
0.902,0.600000,181979,2.50
0.912,0.650000,195817,2.86
0.931,0.700000,210979,3.33
0.942,0.750000,231102,4.00
0.952,0.775000,240263,4.44
0.952,0.800000,240263,5.00
0.962,0.825000,248569,5.71
0.972,0.850000,255603,6.67
0.992,0.875000,266537,8.00
0.992,0.887500,266537,8.89
1.002,0.900000,270663,10.00
1.012,0.912500,273903,11.43
1.032,0.925000,278719,13.33
1.052,0.937500,281600,16.00
1.072,0.943750,283518,17.78
1.102,0.950000,285304,20.00
1.143,0.956250,286937,22.86
1.213,0.962500,288752,26.67
1.332,0.968750,290672,32.00
1.403,0.971875,291642,35.56
1.483,0.975000,292515,40.00
1.593,0.978125,293507,45.71
1.693,0.981250,294394,53.33
1.823,0.984375,295328,64.00
1.893,0.985938,295784,71.11
1.974,0.987500,296259,80.00
2.075,0.989062,296753,91.43
2.185,0.990625,297207,106.67
2.325,0.992188,297659,128.00
2.405,0.992969,297896,142.22
2.505,0.993750,298140,160.00
2.615,0.994531,298365,182.86
2.727,0.995313,298596,213.33
2.865,0.996094,298831,256.00
2.935,0.996484,298946,284.44
3.027,0.996875,299070,320.00
3.117,0.997266,299190,365.71
3.217,0.997656,299304,426.67
3.337,0.998047,299416,512.00
3.417,0.998242,299478,568.89
3.507,0.998437,299532,640.00
3.607,0.998633,299593,731.43
3.747,0.998828,299651,853.33
3.937,0.999023,299709,1024.00
4.009,0.999121,299738,1137.78
4.089,0.999219,299769,1280.00
4.199,0.999316,299796,1462.86
4.379,0.999414,299826,1706.67
4.551,0.999512,299855,2048.00
4.639,0.999561,299869,2275.56
4.871,0.999609,299884,2560.00
5.063,0.999658,299899,2925.71
5.423,0.999707,299913,3413.33
5.923,0.999756,299927,4096.00
6.303,0.999780,299936,4551.11
6.803,0.999805,299942,5120.00
7.067,0.999829,299949,5851.43
8.279,0.999854,299957,6826.67
8.927,0.999878,299964,8192.00
9.343,0.999890,299968,9102.22
10.343,0.999902,299971,10240.00
11.063,0.999915,299975,11702.86
13.431,0.999927,299979,13653.33
15.071,0.999939,299982,16384.00
15.823,0.999945,299984,18204.44
17.599,0.999951,299986,20480.00
18.719,0.999957,299988,23405.71
19.583,0.999963,299990,27306.67
19.775,0.999969,299991,32768.00
21.391,0.999973,299992,36408.89
21.423,0.999976,299993,40960.00
23.167,0.999979,299994,46811.43
24.991,0.999982,299995,54613.33
27.215,0.999985,299996,65536.00
27.215,0.999986,299996,72817.78
30.191,0.999988,299997,81920.00
30.191,0.999989,299997,93622.86
30.303,0.999991,299998,109226.67
30.303,0.999992,299998,131072.00
30.303,0.999993,299998,145635.56
37.375,0.999994,299999,163840.00
37.375,0.999995,299999,187245.71
37.375,0.999995,299999,218453.33
37.375,0.999996,299999,262144.00
37.375,0.999997,299999,291271.11
75.519,0.999997,300000,327680.00
75.519,1.000000,300000,inf
