Value,Percentile,TotalCount,1/(1-Percentile)
0.001,0.000000,161563,1.00
0.001,0.100000,161563,1.11
0.001,0.200000,161563,1.25
0.001,0.300000,161563,1.43
0.001,0.400000,161563,1.67
0.001,0.500000,161563,2.00
0.007,0.550000,165590,2.22
0.047,0.600000,180860,2.50
0.097,0.650000,197530,2.86
0.147,0.700000,211169,3.33
0.208,0.750000,225126,4.00
0.247,0.775000,232985,4.44
0.287,0.800000,240753,5.00
0.327,0.825000,248532,5.71
0.358,0.850000,255417,6.67
0.398,0.875000,263219,8.00
0.418,0.887500,266982,8.89
0.438,0.900000,270576,10.00
0.458,0.912500,273974,11.43
0.488,0.925000,278409,13.33
0.517,0.937500,281277,16.00
0.528,0.943750,283264,17.78
0.548,0.950000,285203,20.00
0.578,0.956250,287450,22.86
0.608,0.962500,289071,26.67
0.658,0.968750,290791,32.00
0.698,0.971875,291679,35.56
0.748,0.975000,292514,40.00
0.829,0.978125,293461,45.71
0.928,0.981250,294397,53.33
1.059,0.984375,295347,64.00
1.149,0.985938,295813,71.11
1.259,0.987500,296250,80.00
1.399,0.989062,296720,91.43
1.579,0.990625,297188,106.67
1.820,0.992188,297671,128.00
1.970,0.992969,297894,142.22
2.161,0.993750,298134,160.00
2.393,0.994531,298361,182.86
2.703,0.995313,298594,213.33
3.103,0.996094,298830,256.00
3.365,0.996484,298946,284.44
3.645,0.996875,299063,320.00
4.045,0.997266,299181,365.71
4.699,0.997656,299297,426.67
5.719,0.998047,299415,512.00
6.491,0.998242,299473,568.89
8.135,0.998437,299532,640.00
9.919,0.998633,299590,731.43
10.111,0.998828,299649,853.33
10.231,0.999023,299710,1024.00
10.279,0.999121,299740,1137.78
10.311,0.999219,299766,1280.00
10.367,0.999316,299797,1462.86
10.423,0.999414,299828,1706.67
10.471,0.999512,299858,2048.00
10.503,0.999561,299871,2275.56
10.559,0.999609,299884,2560.00
10.783,0.999658,299898,2925.71
11.831,0.999707,299913,3413.33
15.119,0.999756,299927,4096.00
18.255,0.999780,299935,4551.11
20.703,0.999805,299942,5120.00
22.751,0.999829,299949,5851.43
30.303,0.999854,299957,6826.67
45.439,0.999878,299964,8192.00
56.607,0.999890,299968,9102.22
61.951,0.999902,299971,10240.00
80.127,0.999915,299975,11702.86
101.119,0.999927,299979,13653.33
121.535,0.999939,299982,16384.00
125.119,0.999945,299984,18204.44
133.759,0.999951,299986,20480.00
136.319,0.999957,299988,23405.71
138.623,0.999963,299990,27306.67
145.151,0.999969,299991,32768.00
153.599,0.999973,299992,36408.89
154.751,0.999976,299993,40960.00
162.943,0.999979,299994,46811.43
175.743,0.999982,299995,54613.33
176.767,0.999985,299996,65536.00
176.767,0.999986,299996,72817.78
178.687,0.999988,299997,81920.00
178.687,0.999989,299997,93622.86
183.039,0.999991,299998,109226.67
183.039,0.999992,299998,131072.00
183.039,0.999993,299998,145635.56
199.167,0.999994,299999,163840.00
199.167,0.999995,299999,187245.71
199.167,0.999995,299999,218453.33
199.167,0.999996,299999,262144.00
199.167,0.999997,299999,291271.11
707.583,0.999997,300000,327680.00
707.583,1.000000,300000,inf
