Value,Percentile,TotalCount,1/(1-Percentile)
0.030,0.000000,3244,1.00
0.050,0.100000,139213,1.11
0.050,0.200000,139213,1.25
0.050,0.300000,139213,1.43
0.050,0.400000,139213,1.67
0.051,0.500000,151881,2.00
0.060,0.550000,243010,2.22
0.060,0.600000,243010,2.50
0.060,0.650000,243010,2.86
0.060,0.700000,243010,3.33
0.060,0.750000,243010,4.00
0.060,0.775000,243010,4.44
0.060,0.800000,243010,5.00
0.061,0.825000,255313,5.71
0.061,0.850000,255313,6.67
0.070,0.875000,271651,8.00
0.070,0.887500,271651,8.89
0.070,0.900000,271651,10.00
0.071,0.912500,274325,11.43
0.080,0.925000,284283,13.33
0.080,0.937500,284283,16.00
0.080,0.943750,284283,17.78
0.081,0.950000,286077,20.00
0.090,0.956250,290064,22.86
0.090,0.962500,290064,26.67
0.091,0.968750,290873,32.00
0.100,0.971875,292671,35.56
0.100,0.975000,292671,40.00
0.110,0.978125,293925,45.71
0.120,0.981250,294596,53.33
0.131,0.984375,295437,64.00
0.140,0.985938,295888,71.11
0.150,0.987500,296497,80.00
0.160,0.989062,296987,91.43
0.170,0.990625,297404,106.67
0.180,0.992188,297815,128.00
0.181,0.992969,297959,142.22
0.190,0.993750,298186,160.00
0.200,0.994531,298431,182.86
0.210,0.995313,298599,213.33
0.230,0.996094,298861,256.00
0.240,0.996484,298987,284.44
0.250,0.996875,299101,320.00
0.260,0.997266,299200,365.71
0.270,0.997656,299297,426.67
0.281,0.998047,299430,512.00
0.291,0.998242,299505,568.89
0.301,0.998437,299559,640.00
0.311,0.998633,299641,731.43
0.320,0.998828,299662,853.33
0.331,0.999023,299729,1024.00
0.340,0.999121,299738,1137.78
0.341,0.999219,299768,1280.00
0.361,0.999316,299811,1462.86
0.380,0.999414,299828,1706.67
0.391,0.999512,299859,2048.00
0.401,0.999561,299875,2275.56
0.411,0.999609,299889,2560.00
0.421,0.999658,299901,2925.71
0.441,0.999707,299918,3413.33
0.461,0.999756,299929,4096.00
0.491,0.999780,299938,4551.11
0.501,0.999805,299942,5120.00
0.531,0.999829,299949,5851.43
0.561,0.999854,299959,6826.67
0.601,0.999878,299965,8192.00
0.612,0.999890,299968,9102.22
0.662,0.999902,299971,10240.00
0.691,0.999915,299975,11702.86
0.751,0.999927,299979,13653.33
0.801,0.999939,299982,16384.00
0.831,0.999945,299984,18204.44
0.852,0.999951,299986,20480.00
0.902,0.999957,299989,23405.71
0.962,0.999963,299990,27306.67
0.972,0.999969,299991,32768.00
1.002,0.999973,299992,36408.89
1.062,0.999976,299993,40960.00
1.082,0.999979,299994,46811.43
1.162,0.999982,299995,54613.33
1.172,0.999985,299996,65536.00
1.172,0.999986,299996,72817.78
1.283,0.999988,299997,81920.00
1.283,0.999989,299997,93622.86
1.734,0.999991,299998,109226.67
1.734,0.999992,299998,131072.00
1.734,0.999993,299998,145635.56
2.065,0.999994,299999,163840.00
2.065,0.999995,299999,187245.71
2.065,0.999995,299999,218453.33
2.065,0.999996,299999,262144.00
2.065,0.999997,299999,291271.11
8.431,0.999997,300000,327680.00
8.431,1.000000,300000,inf
