Value,Percentile,TotalCount,1/(1-Percentile)
0.030,0.000000,11041,1.00
0.040,0.100000,73603,1.11
0.040,0.200000,73603,1.25
0.050,0.300000,149848,1.43
0.050,0.400000,149848,1.67
0.051,0.500000,157560,2.00
0.060,0.550000,255195,2.22
0.060,0.600000,255195,2.50
0.060,0.650000,255195,2.86
0.060,0.700000,255195,3.33
0.060,0.750000,255195,4.00
0.060,0.775000,255195,4.44
0.060,0.800000,255195,5.00
0.060,0.825000,255195,5.71
0.060,0.850000,255195,6.67
0.061,0.875000,268197,8.00
0.061,0.887500,268197,8.89
0.070,0.900000,278757,10.00
0.070,0.912500,278757,11.43
0.070,0.925000,278757,13.33
0.080,0.937500,287252,16.00
0.080,0.943750,287252,17.78
0.080,0.950000,287252,20.00
0.080,0.956250,287252,22.86
0.090,0.962500,291378,26.67
0.090,0.968750,291378,32.00
0.091,0.971875,292010,35.56
0.100,0.975000,293848,40.00
0.100,0.978125,293848,45.71
0.110,0.981250,294758,53.33
0.121,0.984375,295388,64.00
0.130,0.985938,295898,71.11
0.140,0.987500,296472,80.00
0.150,0.989062,296986,91.43
0.160,0.990625,297418,106.67
0.170,0.992188,297808,128.00
0.171,0.992969,297921,142.22
0.180,0.993750,298189,160.00
0.190,0.994531,298502,182.86
0.191,0.995313,298600,213.33
0.210,0.996094,298838,256.00
0.220,0.996484,298983,284.44
0.230,0.996875,299096,320.00
0.240,0.997266,299210,365.71
0.250,0.997656,299311,426.67
0.261,0.998047,299440,512.00
0.270,0.998242,299476,568.89
0.280,0.998437,299541,640.00
0.290,0.998633,299608,731.43
0.300,0.998828,299658,853.33
0.311,0.999023,299737,1024.00
0.311,0.999121,299737,1137.78
0.321,0.999219,299777,1280.00
0.331,0.999316,299805,1462.86
0.341,0.999414,299826,1706.67
0.361,0.999512,299863,2048.00
0.371,0.999561,299870,2275.56
0.390,0.999609,299884,2560.00
0.410,0.999658,299898,2925.71
0.421,0.999707,299916,3413.33
0.440,0.999756,299927,4096.00
0.451,0.999780,299938,4551.11
0.481,0.999805,299945,5120.00
0.511,0.999829,299951,5851.43
0.531,0.999854,299958,6826.67
0.571,0.999878,299964,8192.00
0.602,0.999890,299968,9102.22
0.611,0.999902,299971,10240.00
0.671,0.999915,299975,11702.86
0.742,0.999927,299979,13653.33
0.811,0.999939,299982,16384.00
0.912,0.999945,299984,18204.44
1.062,0.999951,299986,20480.00
1.112,0.999957,299988,23405.71
1.142,0.999963,299990,27306.67
1.202,0.999969,299992,32768.00
1.202,0.999973,299992,36408.89
1.243,0.999976,299993,40960.00
1.292,0.999979,299994,46811.43
1.353,0.999982,299995,54613.33
1.453,0.999985,299996,65536.00
1.453,0.999986,299996,72817.78
2.014,0.999988,299997,81920.00
2.014,0.999989,299997,93622.86
3.207,0.999991,299998,109226.67
3.207,0.999992,299998,131072.00
3.207,0.999993,299998,145635.56
3.637,0.999994,299999,163840.00
3.637,0.999995,299999,187245.71
3.637,0.999995,299999,218453.33
3.637,0.999996,299999,262144.00
3.637,0.999997,299999,291271.11
3.687,0.999997,300000,327680.00
3.687,1.000000,300000,inf
