Value,Percentile,TotalCount,1/(1-Percentile)
0.030,0.000000,13686,1.00
0.040,0.100000,81100,1.11
0.040,0.200000,81100,1.25
0.050,0.300000,156236,1.43
0.050,0.400000,156236,1.67
0.050,0.500000,156236,2.00
0.060,0.550000,242460,2.22
0.060,0.600000,242460,2.50
0.060,0.650000,242460,2.86
0.060,0.700000,242460,3.33
0.060,0.750000,242460,4.00
0.060,0.775000,242460,4.44
0.060,0.800000,242460,5.00
0.061,0.825000,252782,5.71
0.070,0.850000,263793,6.67
0.070,0.875000,263793,8.00
0.080,0.887500,285883,8.89
0.080,0.900000,285883,10.00
0.080,0.912500,285883,11.43
0.080,0.925000,285883,13.33
0.080,0.937500,285883,16.00
0.080,0.943750,285883,17.78
0.080,0.950000,285883,20.00
0.081,0.956250,289591,22.86
0.081,0.962500,289591,26.67
0.090,0.968750,291921,32.00
0.090,0.971875,291921,35.56
0.100,0.975000,292883,40.00
0.110,0.978125,293449,45.71
0.130,0.981250,294732,53.33
0.140,0.984375,295390,64.00
0.150,0.985938,295965,71.11
0.160,0.987500,296466,80.00
0.170,0.989062,296946,91.43
0.180,0.990625,297409,106.67
0.190,0.992188,297794,128.00
0.191,0.992969,297926,142.22
0.201,0.993750,298148,160.00
0.220,0.994531,298458,182.86
0.230,0.995313,298599,213.33
0.241,0.996094,298843,256.00
0.251,0.996484,298953,284.44
0.261,0.996875,299066,320.00
0.271,0.997266,299185,365.71
0.290,0.997656,299319,426.67
0.301,0.998047,299471,512.00
0.310,0.998242,299513,568.89
0.311,0.998437,299563,640.00
0.320,0.998633,299595,731.43
0.330,0.998828,299661,853.33
0.341,0.999023,299726,1024.00
0.351,0.999121,299755,1137.78
0.361,0.999219,299770,1280.00
0.380,0.999316,299799,1462.86
0.390,0.999414,299828,1706.67
0.401,0.999512,299856,2048.00
0.411,0.999561,299870,2275.56
0.430,0.999609,299883,2560.00
0.441,0.999658,299899,2925.71
0.471,0.999707,299914,3413.33
0.511,0.999756,299929,4096.00
0.531,0.999780,299935,4551.11
0.551,0.999805,299944,5120.00
0.581,0.999829,299951,5851.43
0.661,0.999854,299957,6826.67
0.741,0.999878,299964,8192.00
0.782,0.999890,299968,9102.22
0.801,0.999902,299971,10240.00
0.902,0.999915,299975,11702.86
1.001,0.999927,299979,13653.33
1.112,0.999939,299982,16384.00
1.152,0.999945,299984,18204.44
1.222,0.999951,299986,20480.00
1.262,0.999957,299988,23405.71
1.543,0.999963,299990,27306.67
1.563,0.999969,299991,32768.00
1.623,0.999973,299992,36408.89
1.673,0.999976,299993,40960.00
1.833,0.999979,299994,46811.43
1.843,0.999982,299995,54613.33
2.335,0.999985,299996,65536.00
2.335,0.999986,299996,72817.78
3.257,0.999988,299997,81920.00
3.257,0.999989,299997,93622.86
3.747,0.999991,299998,109226.67
3.747,0.999992,299998,131072.00
3.747,0.999993,299998,145635.56
4.843,0.999994,299999,163840.00
4.843,0.999995,299999,187245.71
4.843,0.999995,299999,218453.33
4.843,0.999996,299999,262144.00
4.843,0.999997,299999,291271.11
19.039,0.999997,300000,327680.00
19.039,1.000000,300000,inf
