Value,Percentile,TotalCount,1/(1-Percentile)
3.039,0.000000,1,1.00
3.287,0.100000,30452,1.11
3.347,0.200000,60285,1.25
3.399,0.300000,90821,1.43
3.449,0.400000,120281,1.67
3.505,0.500000,150120,2.00
3.537,0.550000,165324,2.22
3.571,0.600000,180242,2.50
3.609,0.650000,195444,2.86
3.651,0.700000,210487,3.33
3.697,0.750000,225579,4.00
3.719,0.775000,232602,4.44
3.745,0.800000,240226,5.00
3.773,0.825000,247585,5.71
3.805,0.850000,255125,6.67
3.843,0.875000,262542,8.00
3.867,0.887500,266298,8.89
3.897,0.900000,270214,10.00
3.933,0.912500,273809,11.43
3.981,0.925000,277527,13.33
4.049,0.937500,281251,16.00
4.093,0.943750,283135,17.78
4.147,0.950000,285075,20.00
4.211,0.956250,286949,22.86
4.283,0.962500,288841,26.67
4.371,0.968750,290630,32.00
4.427,0.971875,291564,35.56
4.499,0.975000,292545,40.00
4.599,0.978125,293439,45.71
4.735,0.981250,294387,53.33
4.923,0.984375,295315,64.00
5.035,0.985938,295788,71.11
5.151,0.987500,296250,80.00
5.279,0.989062,296726,91.43
5.415,0.990625,297189,106.67
5.579,0.992188,297662,128.00
5.671,0.992969,297891,142.22
5.787,0.993750,298126,160.00
5.919,0.994531,298370,182.86
6.075,0.995313,298601,213.33
6.235,0.996094,298829,256.00
6.351,0.996484,298946,284.44
6.475,0.996875,299065,320.00
6.619,0.997266,299182,365.71
6.803,0.997656,299299,426.67
7.067,0.998047,299415,512.00
7.243,0.998242,299475,568.89
7.443,0.998437,299534,640.00
7.651,0.998633,299591,731.43
7.951,0.998828,299649,853.33
8.431,0.999023,299708,1024.00
8.711,0.999121,299738,1137.78
9.375,0.999219,299766,1280.00
9.839,0.999316,299795,1462.86
10.623,0.999414,299825,1706.67
11.647,0.999512,299854,2048.00
12.119,0.999561,299869,2275.56
12.599,0.999609,299884,2560.00
13.015,0.999658,299898,2925.71
13.439,0.999707,299914,3413.33
13.679,0.999756,299927,4096.00
13.735,0.999780,299935,4551.11
13.775,0.999805,299945,5120.00
13.799,0.999829,299951,5851.43
13.823,0.999854,299959,6826.67
13.911,0.999878,299964,8192.00
14.199,0.999890,299968,9102.22
14.455,0.999902,299971,10240.00
14.743,0.999915,299975,11702.86
15.303,0.999927,299979,13653.33
15.943,0.999939,299982,16384.00
17.487,0.999945,299984,18204.44
18.543,0.999951,299986,20480.00
45.343,0.999957,299988,23405.71
85.695,0.999963,299990,27306.67
86.975,0.999969,299991,32768.00
137.983,0.999973,299992,36408.89
143.231,0.999976,299993,40960.00
154.623,0.999979,299994,46811.43
182.655,0.999982,299995,54613.33
183.679,0.999985,299996,65536.00
183.679,0.999986,299996,72817.78
195.327,0.999988,299997,81920.00
195.327,0.999989,299997,93622.86
293.119,0.999991,299998,109226.67
293.119,0.999992,299998,131072.00
293.119,0.999993,299998,145635.56
315.391,0.999994,299999,163840.00
315.391,0.999995,299999,187245.71
315.391,0.999995,299999,218453.33
315.391,0.999996,299999,262144.00
315.391,0.999997,299999,291271.11
329.215,0.999997,300000,327680.00
329.215,1.000000,300000,inf
