Value,Percentile,TotalCount,1/(1-Percentile)
2.921,0.000000,1,1.00
26.767,0.100000,31879,1.11
26.911,0.200000,62392,1.25
27.023,0.300000,91300,1.43
27.135,0.400000,122690,1.67
27.247,0.500000,151805,2.00
27.311,0.550000,166829,2.22
27.391,0.600000,182185,2.50
27.487,0.650000,195545,2.86
27.679,0.700000,210350,3.33
38.335,0.750000,225004,4.00
67.967,0.775000,232502,4.44
90.495,0.800000,240593,5.00
90.687,0.825000,248098,5.71
90.815,0.850000,256475,6.67
90.943,0.875000,265979,8.00
91.007,0.887500,270933,8.89
91.007,0.900000,270933,10.00
91.071,0.912500,276023,11.43
91.135,0.925000,280596,13.33
91.199,0.937500,284637,16.00
91.199,0.943750,284637,17.78
91.263,0.950000,288146,20.00
91.263,0.956250,288146,22.86
91.327,0.962500,290861,26.67
91.327,0.968750,290861,32.00
91.391,0.971875,292912,35.56
91.391,0.975000,292912,40.00
91.455,0.978125,294476,45.71
91.455,0.981250,294476,53.33
91.519,0.984375,295647,64.00
91.583,0.985938,296619,71.11
91.583,0.987500,296619,80.00
91.647,0.989062,297328,91.43
91.647,0.990625,297328,106.67
91.711,0.992188,297801,128.00
91.775,0.992969,298175,142.22
91.775,0.993750,298175,160.00
91.839,0.994531,298414,182.86
91.967,0.995313,298674,213.33
92.159,0.996094,298854,256.00
92.543,0.996484,298948,284.44
93.759,0.996875,299064,320.00
105.279,0.997266,299180,365.71
138.623,0.997656,299297,426.67
192.383,0.998047,299415,512.00
235.647,0.998242,299473,568.89
290.047,0.998437,299532,640.00
345.855,0.998633,299590,731.43
385.279,0.998828,299649,853.33
403.199,0.999023,299709,1024.00
413.439,0.999121,299737,1137.78
431.103,0.999219,299766,1280.00
444.159,0.999316,299795,1462.86
457.471,0.999414,299825,1706.67
471.039,0.999512,299854,2048.00
496.639,0.999561,299869,2275.56
511.743,0.999609,299883,2560.00
535.551,0.999658,299898,2925.71
560.127,0.999707,299913,3413.33
580.095,0.999756,299927,4096.00
595.455,0.999780,299935,4551.11
619.007,0.999805,299942,5120.00
625.663,0.999829,299949,5851.43
642.047,0.999854,299957,6826.67
665.599,0.999878,299964,8192.00
679.423,0.999890,299968,9102.22
732.159,0.999902,299971,10240.00
778.751,0.999915,299975,11702.86
824.319,0.999927,299979,13653.33
864.255,0.999939,299983,16384.00
880.639,0.999945,299984,18204.44
890.879,0.999951,299986,20480.00
903.167,0.999957,299988,23405.71
913.919,0.999963,299990,27306.67
920.063,0.999969,299991,32768.00
927.743,0.999973,299992,36408.89
929.791,0.999976,299993,40960.00
943.615,0.999979,299994,46811.43
944.639,0.999982,299995,54613.33
945.151,0.999985,299996,65536.00
945.151,0.999986,299996,72817.78
977.919,0.999988,299997,81920.00
977.919,0.999989,299997,93622.86
980.991,0.999991,299998,109226.67
980.991,0.999992,299998,131072.00
980.991,0.999993,299998,145635.56
991.743,0.999994,299999,163840.00
991.743,0.999995,299999,187245.71
991.743,0.999995,299999,218453.33
991.743,0.999996,299999,262144.00
991.743,0.999997,299999,291271.11
1029.119,0.999997,300000,327680.00
1029.119,1.000000,300000,inf
