Value,Percentile,TotalCount,1/(1-Percentile)
0.501,0.000000,1,1.00
0.932,0.100000,31448,1.11
0.992,0.200000,65069,1.25
1.032,0.300000,92112,1.43
1.102,0.400000,120903,1.67
3.597,0.500000,151867,2.00
3.627,0.550000,169509,2.22
3.657,0.600000,182598,2.50
3.697,0.650000,196452,2.86
3.727,0.700000,215160,3.33
3.747,0.750000,226540,4.00
3.759,0.775000,232599,4.44
3.777,0.800000,240647,5.00
3.797,0.825000,249882,5.71
3.809,0.850000,256966,6.67
3.827,0.875000,264818,8.00
3.829,0.887500,267035,8.89
3.837,0.900000,270027,10.00
3.847,0.912500,275046,11.43
3.857,0.925000,278880,13.33
3.867,0.937500,281416,16.00
3.877,0.943750,283257,17.78
3.889,0.950000,285842,20.00
3.899,0.956250,287400,22.86
3.909,0.962500,288834,26.67
3.927,0.968750,290892,32.00
3.929,0.971875,291742,35.56
3.939,0.975000,292782,40.00
3.949,0.978125,293573,45.71
3.959,0.981250,294424,53.33
3.979,0.984375,295446,64.00
3.999,0.985938,295874,71.11
4.019,0.987500,296351,80.00
4.049,0.989062,296724,91.43
4.131,0.990625,297232,106.67
4.231,0.992188,297658,128.00
4.299,0.992969,297906,142.22
4.379,0.993750,298132,160.00
4.459,0.994531,298362,182.86
4.559,0.995313,298608,213.33
4.671,0.996094,298834,256.00
4.731,0.996484,298948,284.44
4.803,0.996875,299070,320.00
4.891,0.997266,299186,365.71
5.003,0.997656,299300,426.67
5.143,0.998047,299415,512.00
5.231,0.998242,299483,568.89
5.323,0.998437,299532,640.00
5.431,0.998633,299591,731.43
5.571,0.998828,299650,853.33
5.791,0.999023,299708,1024.00
5.903,0.999121,299737,1137.78
6.075,0.999219,299766,1280.00
6.243,0.999316,299798,1462.86
6.515,0.999414,299827,1706.67
7.023,0.999512,299854,2048.00
7.335,0.999561,299869,2275.56
8.391,0.999609,299883,2560.00
9.991,0.999658,299898,2925.71
11.255,0.999707,299913,3413.33
13.847,0.999756,299927,4096.00
19.439,0.999780,299935,4551.11
26.975,0.999805,299942,5120.00
43.455,0.999829,299949,5851.43
44.991,0.999854,299957,6826.67
45.535,0.999878,299964,8192.00
46.143,0.999890,299968,9102.22
46.367,0.999902,299971,10240.00
46.655,0.999915,299975,11702.86
47.263,0.999927,299979,13653.33
47.615,0.999939,299982,16384.00
48.255,0.999945,299985,18204.44
48.287,0.999951,299986,20480.00
48.607,0.999957,299988,23405.71
48.799,0.999963,299990,27306.67
48.863,0.999969,299991,32768.00
49.599,0.999973,299992,36408.89
50.143,0.999976,299993,40960.00
51.039,0.999979,299994,46811.43
52.511,0.999982,299995,54613.33
55.199,0.999985,299996,65536.00
55.199,0.999986,299996,72817.78
62.687,0.999988,299997,81920.00
62.687,0.999989,299997,93622.86
73.343,0.999991,299998,109226.67
73.343,0.999992,299998,131072.00
73.343,0.999993,299998,145635.56
76.799,0.999994,299999,163840.00
76.799,0.999995,299999,187245.71
76.799,0.999995,299999,218453.33
76.799,0.999996,299999,262144.00
76.799,0.999997,299999,291271.11
86.143,0.999997,300000,327680.00
86.143,1.000000,300000,inf
