Value,Percentile,TotalCount,1/(1-Percentile)
0.521,0.000000,1,1.00
0.962,0.100000,31726,1.11
1.012,0.200000,62439,1.25
1.112,0.300000,90151,1.43
3.607,0.400000,123356,1.67
3.677,0.500000,150344,2.00
3.717,0.550000,167655,2.22
3.739,0.600000,180008,2.50
3.767,0.650000,195201,2.86
3.797,0.700000,211931,3.33
3.819,0.750000,225584,4.00
3.837,0.775000,235039,4.44
3.847,0.800000,240622,5.00
3.859,0.825000,248792,5.71
3.877,0.850000,255404,6.67
3.897,0.875000,262976,8.00
3.907,0.887500,266297,8.89
3.919,0.900000,271361,10.00
3.929,0.912500,274287,11.43
3.947,0.925000,278383,13.33
3.957,0.937500,282051,16.00
3.959,0.943750,284440,17.78
3.967,0.950000,285328,20.00
3.969,0.956250,287461,22.86
3.979,0.962500,290153,26.67
3.989,0.968750,291798,32.00
3.989,0.971875,291798,35.56
3.999,0.975000,293084,40.00
4.009,0.978125,294268,45.71
4.017,0.981250,294509,53.33
4.019,0.984375,295396,64.00
4.029,0.985938,296262,71.11
4.029,0.987500,296262,80.00
4.039,0.989062,296993,91.43
4.049,0.990625,297509,106.67
4.059,0.992188,297788,128.00
4.069,0.992969,297923,142.22
4.089,0.993750,298171,160.00
4.111,0.994531,298365,182.86
4.179,0.995313,298616,213.33
4.279,0.996094,298847,256.00
4.359,0.996484,298947,284.44
4.451,0.996875,299065,320.00
4.571,0.997266,299188,365.71
4.691,0.997656,299299,426.67
4.863,0.998047,299417,512.00
4.951,0.998242,299474,568.89
5.051,0.998437,299533,640.00
5.171,0.998633,299590,731.43
5.323,0.998828,299650,853.33
5.511,0.999023,299708,1024.00
5.623,0.999121,299739,1137.78
5.751,0.999219,299768,1280.00
5.863,0.999316,299795,1462.86
6.063,0.999414,299825,1706.67
6.303,0.999512,299854,2048.00
6.475,0.999561,299869,2275.56
6.695,0.999609,299883,2560.00
7.175,0.999658,299898,2925.71
8.159,0.999707,299913,3413.33
14.543,0.999756,299927,4096.00
23.631,0.999780,299935,4551.11
30.863,0.999805,299942,5120.00
40.863,0.999829,299949,5851.43
45.375,0.999854,299957,6826.67
46.303,0.999878,299964,8192.00
47.071,0.999890,299968,9102.22
47.231,0.999902,299971,10240.00
47.583,0.999915,299975,11702.86
48.383,0.999927,299979,13653.33
48.895,0.999939,299982,16384.00
49.375,0.999945,299984,18204.44
49.727,0.999951,299986,20480.00
49.887,0.999957,299988,23405.71
50.079,0.999963,299990,27306.67
50.463,0.999969,299992,32768.00
50.463,0.999973,299992,36408.89
50.911,0.999976,299993,40960.00
52.735,0.999979,299994,46811.43
52.831,0.999982,299995,54613.33
52.927,0.999985,299996,65536.00
52.927,0.999986,299996,72817.78
53.151,0.999988,299997,81920.00
53.151,0.999989,299997,93622.86
55.007,0.999991,299998,109226.67
55.007,0.999992,299998,131072.00
55.007,0.999993,299998,145635.56
63.935,0.999994,299999,163840.00
63.935,0.999995,299999,187245.71
63.935,0.999995,299999,218453.33
63.935,0.999996,299999,262144.00
63.935,0.999997,299999,291271.11
67.071,0.999997,300000,327680.00
67.071,1.000000,300000,inf
