Value,Percentile,TotalCount,1/(1-Percentile)
0.020,0.000000,4,1.00
0.030,0.100000,3156,1.11
0.030,0.200000,3156,1.25
0.040,0.300000,5183,1.43
0.050,0.400000,7752,1.67
0.050,0.500000,7752,2.00
0.060,0.550000,9042,2.22
0.060,0.600000,9042,2.50
0.070,0.650000,10898,2.86
0.070,0.700000,10898,3.33
0.080,0.750000,13158,4.00
0.080,0.775000,13158,4.44
0.080,0.800000,13158,5.00
0.080,0.825000,13158,5.71
0.080,0.850000,13158,6.67
0.080,0.875000,13158,8.00
0.081,0.887500,13560,8.89
0.081,0.900000,13560,10.00
0.090,0.912500,14260,11.43
0.090,0.925000,14260,13.33
0.090,0.937500,14260,16.00
0.090,0.943750,14260,17.78
0.090,0.950000,14260,20.00
0.091,0.956250,14428,22.86
0.100,0.962500,14669,26.67
0.100,0.968750,14669,32.00
0.100,0.971875,14669,35.56
0.100,0.975000,14669,40.00
0.101,0.978125,14741,45.71
0.101,0.981250,14741,53.33
0.110,0.984375,14778,64.00
0.120,0.985938,14800,71.11
0.130,0.987500,14815,80.00
0.150,0.989062,14838,91.43
0.180,0.990625,14867,106.67
0.190,0.992188,14886,128.00
0.200,0.992969,14900,142.22
0.220,0.993750,14907,160.00
0.240,0.994531,14923,182.86
0.251,0.995313,14931,213.33
0.271,0.996094,14942,256.00
0.281,0.996484,14950,284.44
0.290,0.996875,14954,320.00
0.291,0.997266,14960,365.71
0.301,0.997656,14966,426.67
0.311,0.998047,14973,512.00
0.320,0.998242,14974,568.89
0.340,0.998437,14977,640.00
0.360,0.998633,14980,731.43
0.371,0.998828,14986,853.33
0.371,0.999023,14986,1024.00
0.401,0.999121,14987,1137.78
0.411,0.999219,14990,1280.00
0.411,0.999316,14990,1462.86
0.441,0.999414,14992,1706.67
0.460,0.999512,14993,2048.00
0.461,0.999561,14994,2275.56
0.491,0.999609,14995,2560.00
0.491,0.999658,14995,2925.71
0.501,0.999707,14996,3413.33
0.531,0.999756,14997,4096.00
0.531,0.999780,14997,4551.11
0.551,0.999805,14998,5120.00
0.551,0.999829,14998,5851.43
0.551,0.999854,14998,6826.67
0.571,0.999878,14999,8192.00
0.571,0.999890,14999,9102.22
0.571,0.999902,14999,10240.00
0.571,0.999915,14999,11702.86
0.571,0.999927,14999,13653.33
1.232,0.999939,15000,16384.00
1.232,1.000000,15000,inf
