Value,Percentile,TotalCount,1/(1-Percentile)
0.562,0.000000,1,1.00
1.653,0.100000,30003,1.11
4.099,0.200000,61843,1.25
4.191,0.300000,90892,1.43
4.271,0.400000,123612,1.67
4.339,0.500000,152304,2.00
4.379,0.550000,167427,2.22
4.419,0.600000,181998,2.50
4.459,0.650000,195580,2.86
4.511,0.700000,211475,3.33
4.571,0.750000,227208,4.00
4.599,0.775000,234033,4.44
4.639,0.800000,240557,5.00
4.711,0.825000,247825,5.71
5.051,0.850000,255055,6.67
5.711,0.875000,262510,8.00
6.063,0.887500,266270,8.89
6.403,0.900000,270134,10.00
6.635,0.912500,273926,11.43
6.835,0.925000,277579,13.33
7.067,0.937500,281317,16.00
7.207,0.943750,283181,17.78
7.395,0.950000,285086,20.00
7.615,0.956250,286951,22.86
7.835,0.962500,288807,26.67
8.055,0.968750,290666,32.00
8.147,0.971875,291634,35.56
8.247,0.975000,292562,40.00
8.383,0.978125,293478,45.71
8.583,0.981250,294391,53.33
9.439,0.984375,295313,64.00
14.743,0.985938,295784,71.11
16.831,0.987500,296251,80.00
17.535,0.989062,296732,91.43
17.935,0.990625,297188,106.67
18.559,0.992188,297668,128.00
19.247,0.992969,297891,142.22
20.319,0.993750,298125,160.00
21.615,0.994531,298363,182.86
23.103,0.995313,298594,213.33
26.383,0.996094,298829,256.00
29.519,0.996484,298949,284.44
31.183,0.996875,299063,320.00
33.311,0.997266,299182,365.71
34.079,0.997656,299297,426.67
34.783,0.998047,299415,512.00
35.583,0.998242,299473,568.89
37.471,0.998437,299532,640.00
38.463,0.998633,299590,731.43
39.775,0.998828,299649,853.33
43.679,0.999023,299708,1024.00
44.607,0.999121,299738,1137.78
46.239,0.999219,299767,1280.00
47.711,0.999316,299795,1462.86
49.951,0.999414,299825,1706.67
52.799,0.999512,299854,2048.00
55.647,0.999561,299869,2275.56
57.887,0.999609,299883,2560.00
59.743,0.999658,299898,2925.71
61.599,0.999707,299913,3413.33
62.463,0.999756,299928,4096.00
63.199,0.999780,299936,4551.11
63.679,0.999805,299942,5120.00
64.479,0.999829,299949,5851.43
66.111,0.999854,299957,6826.67
67.775,0.999878,299964,8192.00
71.679,0.999890,299968,9102.22
75.647,0.999902,299971,10240.00
86.463,0.999915,299977,11702.86
87.039,0.999927,299979,13653.33
89.215,0.999939,299982,16384.00
89.663,0.999945,299984,18204.44
91.775,0.999951,299986,20480.00
93.503,0.999957,299988,23405.71
97.599,0.999963,299990,27306.67
98.943,0.999969,299991,32768.00
100.607,0.999973,299992,36408.89
100.927,0.999976,299993,40960.00
103.615,0.999979,299994,46811.43
105.087,0.999982,299995,54613.33
107.071,0.999985,299996,65536.00
107.071,0.999986,299996,72817.78
116.223,0.999988,299997,81920.00
116.223,0.999989,299997,93622.86
119.935,0.999991,299998,109226.67
119.935,0.999992,299998,131072.00
119.935,0.999993,299998,145635.56
129.855,0.999994,299999,163840.00
129.855,0.999995,299999,187245.71
129.855,0.999995,299999,218453.33
129.855,0.999996,299999,262144.00
129.855,0.999997,299999,291271.11
585.215,0.999997,300000,327680.00
585.215,1.000000,300000,inf
