Value,Percentile,TotalCount,1/(1-Percentile)
4.055,0.000000,1,1.00
34.655,0.100000,30117,1.11
34.847,0.200000,61047,1.25
35.007,0.300000,95957,1.43
35.135,0.400000,127121,1.67
35.263,0.500000,157264,2.00
35.327,0.550000,170420,2.22
35.391,0.600000,181289,2.50
35.519,0.650000,196643,2.86
35.839,0.700000,210118,3.33
44.831,0.750000,225001,4.00
60.927,0.775000,232761,4.44
61.151,0.800000,240293,5.00
61.343,0.825000,248505,5.71
61.535,0.850000,255821,6.67
62.815,0.875000,262514,8.00
78.143,0.887500,266250,8.89
93.887,0.900000,270012,10.00
98.367,0.912500,273891,11.43
98.559,0.925000,278905,13.33
98.687,0.937500,282717,16.00
98.751,0.943750,284779,17.78
98.815,0.950000,286893,20.00
98.815,0.956250,286893,22.86
98.879,0.962500,288972,26.67
98.943,0.968750,290870,32.00
99.007,0.971875,292347,35.56
99.071,0.975000,293477,40.00
99.071,0.978125,293477,45.71
99.199,0.981250,295019,53.33
99.263,0.984375,295700,64.00
99.327,0.985938,296247,71.11
99.391,0.987500,296666,80.00
99.455,0.989062,296947,91.43
99.583,0.990625,297279,106.67
99.839,0.992188,297725,128.00
99.967,0.992969,297914,142.22
100.159,0.993750,298141,160.00
100.735,0.994531,298364,182.86
125.823,0.995313,298594,213.33
301.311,0.996094,298830,256.00
352.767,0.996484,298946,284.44
369.919,0.996875,299064,320.00
398.591,0.997266,299181,365.71
434.687,0.997656,299297,426.67
486.911,0.998047,299415,512.00
509.951,0.998242,299473,568.89
541.183,0.998437,299532,640.00
582.143,0.998633,299590,731.43
623.103,0.998828,299650,853.33
664.063,0.999023,299711,1024.00
680.447,0.999121,299737,1137.78
696.319,0.999219,299767,1280.00
712.703,0.999316,299795,1462.86
736.767,0.999414,299825,1706.67
770.559,0.999512,299854,2048.00
786.943,0.999561,299869,2275.56
807.935,0.999609,299883,2560.00
836.095,0.999658,299898,2925.71
863.743,0.999707,299914,3413.33
886.783,0.999756,299927,4096.00
895.999,0.999780,299935,4551.11
908.799,0.999805,299942,5120.00
915.455,0.999829,299949,5851.43
930.303,0.999854,299958,6826.67
939.519,0.999878,299964,8192.00
943.103,0.999890,299968,9102.22
945.663,0.999902,299971,10240.00
948.223,0.999915,299975,11702.86
960.511,0.999927,299979,13653.33
967.679,0.999939,299983,16384.00
971.775,0.999945,299984,18204.44
979.455,0.999951,299986,20480.00
986.111,0.999957,299988,23405.71
990.719,0.999963,299990,27306.67
992.767,0.999969,299991,32768.00
995.327,0.999973,299992,36408.89
999.423,0.999976,299993,40960.00
1004.543,0.999979,299994,46811.43
1006.079,0.999982,299995,54613.33
1010.687,0.999985,299996,65536.00
1010.687,0.999986,299996,72817.78
1011.711,0.999988,299997,81920.00
1011.711,0.999989,299997,93622.86
1014.783,0.999991,299998,109226.67
1014.783,0.999992,299998,131072.00
1014.783,0.999993,299998,145635.56
1047.039,0.999994,299999,163840.00
1047.039,0.999995,299999,187245.71
1047.039,0.999995,299999,218453.33
1047.039,0.999996,299999,262144.00
1047.039,0.999997,299999,291271.11
1053.695,0.999997,300000,327680.00
1053.695,1.000000,300000,inf
