Value,Percentile,TotalCount,1/(1-Percentile)
2.869,0.000000,1,1.00
33.215,0.100000,30009,1.11
33.407,0.200000,67072,1.25
33.503,0.300000,90876,1.43
33.631,0.400000,123265,1.67
33.759,0.500000,153890,2.00
33.823,0.550000,166801,2.22
33.919,0.600000,180797,2.50
34.111,0.650000,195848,2.86
34.911,0.700000,210194,3.33
69.567,0.750000,225002,4.00
95.871,0.775000,232515,4.44
96.895,0.800000,240787,5.00
97.023,0.825000,249240,5.71
97.151,0.850000,258700,6.67
97.215,0.875000,263776,8.00
97.279,0.887500,268997,8.89
97.343,0.900000,274200,10.00
97.343,0.912500,274200,11.43
97.407,0.925000,278956,13.33
97.471,0.937500,282995,16.00
97.535,0.943750,286208,17.78
97.535,0.950000,286208,20.00
97.599,0.956250,288496,22.86
97.663,0.962500,290190,26.67
97.727,0.968750,291532,32.00
97.791,0.971875,292723,35.56
97.791,0.975000,292723,40.00
97.855,0.978125,293646,45.71
97.983,0.981250,294613,53.33
98.175,0.984375,295340,64.00
98.303,0.985938,295812,71.11
98.431,0.987500,296268,80.00
98.623,0.989062,296830,91.43
99.007,0.990625,297206,106.67
115.007,0.992188,297658,128.00
147.711,0.992969,297891,142.22
199.167,0.993750,298125,160.00
251.647,0.994531,298361,182.86
314.111,0.995313,298595,213.33
357.119,0.996094,298831,256.00
373.503,0.996484,298946,284.44
390.399,0.996875,299065,320.00
407.551,0.997266,299183,365.71
419.839,0.997656,299302,426.67
423.423,0.998047,299417,512.00
442.111,0.998242,299473,568.89
468.223,0.998437,299532,640.00
508.927,0.998633,299590,731.43
549.375,0.998828,299649,853.33
584.703,0.999023,299711,1024.00
606.719,0.999121,299737,1137.78
627.199,0.999219,299766,1280.00
656.383,0.999316,299795,1462.86
685.567,0.999414,299825,1706.67
726.015,0.999512,299854,2048.00
751.615,0.999561,299869,2275.56
772.607,0.999609,299883,2560.00
799.743,0.999658,299898,2925.71
819.711,0.999707,299913,3413.33
836.095,0.999756,299927,4096.00
854.015,0.999780,299935,4551.11
860.671,0.999805,299942,5120.00
866.815,0.999829,299949,5851.43
876.031,0.999854,299957,6826.67
897.535,0.999878,299964,8192.00
911.871,0.999890,299968,9102.22
914.943,0.999902,299971,10240.00
923.647,0.999915,299975,11702.86
932.351,0.999927,299979,13653.33
936.959,0.999939,299982,16384.00
943.103,0.999945,299984,18204.44
948.735,0.999951,299986,20480.00
952.319,0.999957,299988,23405.71
965.631,0.999963,299990,27306.67
966.143,0.999969,299991,32768.00
970.751,0.999973,299992,36408.89
979.455,0.999976,299993,40960.00
983.039,0.999979,299994,46811.43
989.695,0.999982,299995,54613.33
993.791,0.999985,299996,65536.00
993.791,0.999986,299996,72817.78
998.399,0.999988,299997,81920.00
998.399,0.999989,299997,93622.86
999.935,0.999991,299998,109226.67
999.935,0.999992,299998,131072.00
999.935,0.999993,299998,145635.56
1014.271,0.999994,299999,163840.00
1014.271,0.999995,299999,187245.71
1014.271,0.999995,299999,218453.33
1014.271,0.999996,299999,262144.00
1014.271,0.999997,299999,291271.11
1015.295,0.999997,300000,327680.00
1015.295,1.000000,300000,inf
