Value,Percentile,TotalCount,1/(1-Percentile)
11.447,0.000000,1,1.00
75.391,0.100000,30894,1.11
78.655,0.200000,60215,1.25
114.047,0.300000,90027,1.43
118.079,0.400000,120576,1.67
120.255,0.500000,150533,2.00
121.663,0.550000,165145,2.22
140.415,0.600000,180020,2.50
179.839,0.650000,195560,2.86
182.783,0.700000,210721,3.33
195.839,0.750000,225087,4.00
363.263,0.775000,232506,4.44
383.231,0.800000,240178,5.00
391.167,0.825000,247767,5.71
407.295,0.850000,255066,6.67
423.935,0.875000,262511,8.00
428.287,0.887500,266393,8.89
430.079,0.900000,270260,10.00
435.711,0.912500,273901,11.43
437.759,0.925000,277758,13.33
449.279,0.937500,281281,16.00
460.287,0.943750,283139,17.78
474.367,0.950000,285029,20.00
483.839,0.956250,286889,22.86
511.231,0.962500,288756,26.67
547.839,0.968750,290625,32.00
588.799,0.971875,291564,35.56
622.079,0.975000,292511,40.00
646.655,0.978125,293451,45.71
666.111,0.981250,294398,53.33
687.615,0.984375,295316,64.00
697.343,0.985938,295791,71.11
711.679,0.987500,296250,80.00
731.135,0.989062,296720,91.43
754.687,0.990625,297199,106.67
790.527,0.992188,297657,128.00
817.663,0.992969,297893,142.22
853.503,0.993750,298126,160.00
891.391,0.994531,298363,182.86
912.895,0.995313,298594,213.33
930.303,0.996094,298833,256.00
937.983,0.996484,298948,284.44
948.735,0.996875,299064,320.00
958.463,0.997266,299181,365.71
967.167,0.997656,299306,426.67
973.311,0.998047,299415,512.00
978.431,0.998242,299473,568.89
983.039,0.998437,299533,640.00
988.159,0.998633,299593,731.43
992.767,0.998828,299650,853.33
999.935,0.999023,299711,1024.00
1003.007,0.999121,299740,1137.78
1006.591,0.999219,299771,1280.00
1009.663,0.999316,299800,1462.86
1013.247,0.999414,299825,1706.67
1018.367,0.999512,299855,2048.00
1020.415,0.999561,299872,2275.56
1022.463,0.999609,299885,2560.00
1024.511,0.999658,299899,2925.71
1029.119,0.999707,299913,3413.33
1032.191,0.999756,299933,4096.00
1032.703,0.999780,299938,4551.11
1034.239,0.999805,299942,5120.00
1035.263,0.999829,299950,5851.43
1038.335,0.999854,299957,6826.67
1041.919,0.999878,299965,8192.00
1042.943,0.999890,299969,9102.22
1043.967,0.999902,299972,10240.00
1045.503,0.999915,299978,11702.86
1047.039,0.999927,299979,13653.33
1048.063,0.999939,299983,16384.00
1049.599,0.999945,299986,18204.44
1049.599,0.999951,299986,20480.00
1050.623,0.999957,299989,23405.71
1051.647,0.999963,299991,27306.67
1051.647,0.999969,299991,32768.00
1052.671,0.999973,299993,36408.89
1052.671,0.999976,299993,40960.00
1055.743,0.999979,299994,46811.43
1056.767,0.999982,299995,54613.33
1059.839,0.999985,299996,65536.00
1059.839,0.999986,299996,72817.78
1071.103,0.999988,299997,81920.00
1071.103,0.999989,299997,93622.86
1074.175,0.999991,299998,109226.67
1074.175,0.999992,299998,131072.00
1074.175,0.999993,299998,145635.56
1092.607,0.999994,299999,163840.00
1092.607,0.999995,299999,187245.71
1092.607,0.999995,299999,218453.33
1092.607,0.999996,299999,262144.00
1092.607,0.999997,299999,291271.11
1126.399,0.999997,300000,327680.00
1126.399,1.000000,300000,inf
