Value,Percentile,TotalCount,1/(1-Percentile)
0.001,0.000000,142638,1.00
0.001,0.100000,142638,1.11
0.001,0.200000,142638,1.25
0.001,0.300000,142638,1.43
0.001,0.400000,142638,1.67
1.199,0.500000,150019,2.00
13.031,0.550000,165002,2.22
39.455,0.600000,180006,2.50
59.967,0.650000,195095,2.86
86.591,0.700000,210017,3.33
105.279,0.750000,225054,4.00
107.263,0.775000,232555,4.44
116.671,0.800000,240002,5.00
166.143,0.825000,247506,5.71
278.271,0.850000,255011,6.67
328.959,0.875000,262529,8.00
337.919,0.887500,266403,8.89
345.343,0.900000,270210,10.00
368.383,0.912500,273773,11.43
382.975,0.925000,277726,13.33
390.143,0.937500,281293,16.00
393.471,0.943750,283127,17.78
412.159,0.950000,285027,20.00
431.359,0.956250,286892,22.86
451.327,0.962500,288758,26.67
472.063,0.968750,290649,32.00
480.767,0.971875,291572,35.56
494.591,0.975000,292529,40.00
509.695,0.978125,293453,45.71
520.703,0.981250,294390,53.33
535.551,0.984375,295314,64.00
543.231,0.985938,295791,71.11
553.471,0.987500,296263,80.00
563.711,0.989062,296719,91.43
573.439,0.990625,297193,106.67
583.679,0.992188,297660,128.00
590.335,0.992969,297899,142.22
599.039,0.993750,298126,160.00
615.935,0.994531,298360,182.86
639.487,0.995313,298595,213.33
671.743,0.996094,298830,256.00
689.151,0.996484,298947,284.44
709.631,0.996875,299063,320.00
736.255,0.997266,299181,365.71
762.367,0.997656,299304,426.67
787.455,0.998047,299415,512.00
800.767,0.998242,299473,568.89
814.079,0.998437,299535,640.00
826.879,0.998633,299590,731.43
841.727,0.998828,299649,853.33
855.039,0.999023,299709,1024.00
861.695,0.999121,299738,1137.78
870.911,0.999219,299767,1280.00
884.223,0.999316,299796,1462.86
898.047,0.999414,299825,1706.67
910.335,0.999512,299854,2048.00
917.503,0.999561,299869,2275.56
924.671,0.999609,299886,2560.00
926.719,0.999658,299898,2925.71
932.863,0.999707,299914,3413.33
939.519,0.999756,299927,4096.00
945.151,0.999780,299935,4551.11
946.687,0.999805,299942,5120.00
950.271,0.999829,299949,5851.43
956.927,0.999854,299957,6826.67
961.023,0.999878,299965,8192.00
962.559,0.999890,299972,9102.22
962.559,0.999902,299972,10240.00
965.119,0.999915,299975,11702.86
967.679,0.999927,299979,13653.33
968.703,0.999939,299982,16384.00
969.727,0.999945,299986,18204.44
969.727,0.999951,299986,20480.00
970.751,0.999957,299988,23405.71
972.287,0.999963,299990,27306.67
974.335,0.999969,299991,32768.00
975.359,0.999973,299992,36408.89
975.871,0.999976,299993,40960.00
976.383,0.999979,299994,46811.43
976.895,0.999982,299995,54613.33
977.407,0.999985,299996,65536.00
977.407,0.999986,299996,72817.78
977.919,0.999988,299997,81920.00
977.919,0.999989,299997,93622.86
981.503,0.999991,299998,109226.67
981.503,0.999992,299998,131072.00
981.503,0.999993,299998,145635.56
1009.151,0.999994,299999,163840.00
1009.151,0.999995,299999,187245.71
1009.151,0.999995,299999,218453.33
1009.151,0.999996,299999,262144.00
1009.151,0.999997,299999,291271.11
1232.895,0.999997,300000,327680.00
1232.895,1.000000,300000,inf
